date,weather,temperature
2025-12-26,3,15.200000000000001
2025-12-27,3,15.137500000000001
2025-12-28,3,14.708333333333334
2025-12-29,3,14.1875
2025-12-30,3,14.433333333333332
2025-12-31,3,12.520833333333334
2026-01-01,55,13.270833333333334
