date,weather,temperature
2025-12-26,75,-4.133333333333334
2025-12-27,75,-3.8249999999999997
2025-12-28,51,-5.433333333333334
2025-12-29,55,3.341666666666667
2025-12-30,3,-1.375
2025-12-31,3,-2.129166666666667
2026-01-01,73,-3.6875
