date,weather,temperature
2025-12-26,0,17.054166666666667
2025-12-27,0,16.866666666666667
2025-12-28,0,16.808333333333334
2025-12-29,0,16.991666666666667
2025-12-30,3,16.929166666666667
2025-12-31,0,17.341666666666665
2026-01-01,3,18.041666666666668
