date,weather,temperature
2025-12-26,0,14.704166666666666
2025-12-27,1,14.387500000000001
2025-12-28,2,13.366666666666667
2025-12-29,3,13.366666666666667
2025-12-30,3,13.137500000000001
2025-12-31,3,12.620833333333332
2026-01-01,3,12.979166666666666
