date,weather,temperature
2025-12-26,3,-4.716666666666667
2025-12-27,3,-2.7916666666666665
2025-12-28,3,-1.7583333333333335
2025-12-29,51,-0.7208333333333333
2025-12-30,71,-1.5416666666666667
2025-12-31,71,-0.9
2026-01-01,73,0.75
